customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,phone_service,num_services,support_tickets,avg_monthly_usage,usage_trend,segment,senior_citizen,dependents,partner,churn,signup_date,last_interaction
CUST_002393,13,68.81,923.35,One year,Credit card,Fiber optic,Yes,0,2,29.82,Increasing,Consumer,0,No,No,0,2025-08-14 19:58:42.113584,2026-09-01 19:58:42.135505
CUST_002394,3,36.34,112.18,Two year,Bank transfer,Fiber optic,Yes,6,2,36.81,Stable,SMB,0,No,No,0,2026-06-10 19:58:42.113586,2026-07-11 19:58:42.135509
CUST_002395,52,69.45,3719.82,Two year,Credit card,DSL,Yes,2,4,47.16,Increasing,Enterprise,0,No,No,0,2022-06-01 19:58:42.113587,2026-07-26 19:58:42.135513
CUST_002396,10,61.17,586.91,Month-to-month,Credit card,DSL,Yes,1,2,43.56,Stable,Enterprise,0,No,No,1,2025-11-12 19:58:42.113588,2026-07-23 19:58:42.135518
CUST_002397,4,109.03,450.18,One year,Electronic check,No,Yes,3,2,93.73,Increasing,Enterprise,0,Yes,No,1,2026-05-11 19:58:42.113589,2026-07-27 19:58:42.135522
CUST_002398,1,20.93,20.33,Month-to-month,Electronic check,Fiber optic,Yes,3,0,86.31,Increasing,SMB,0,No,No,1,2026-08-09 19:58:42.113591,2026-08-07 19:58:42.135526
CUST_002399,24,117.63,2689.21,Month-to-month,Electronic check,DSL,Yes,4,2,33.76,Increasing,SMB,0,No,Yes,1,2024-09-18 19:58:42.113592,2026-07-21 19:58:42.135530
CUST_002400,24,82.44,1922.71,Month-to-month,Electronic check,No,Yes,1,1,142.43,Stable,Consumer,0,No,Yes,0,2024-09-18 19:58:42.113593,2026-07-31 19:58:42.135535
CUST_002401,9,35.18,315.96,One year,Bank transfer,No,Yes,2,1,34.37,Increasing,Consumer,0,Yes,No,0,2025-12-12 19:58:42.113595,2026-08-04 19:58:42.135539
CUST_002402,1,24.68,25.28,Month-to-month,Bank transfer,No,Yes,0,2,38.39,Declining,Consumer,1,No,Yes,1,2026-08-09 19:58:42.113596,2026-08-09 19:58:42.135543
CUST_002403,12,73.81,860.8,Month-to-month,Bank transfer,Fiber optic,No,1,1,22.53,Declining,SMB,0,No,No,0,2025-09-13 19:58:42.113597,2026-07-22 19:58:42.135547
CUST_002404,8,43.49,334.46,Month-to-month,Electronic check,Fiber optic,Yes,1,2,39.7,Stable,SMB,0,No,No,1,2026-01-11 19:58:42.113598,2026-07-18 19:58:42.135552
CUST_002405,27,50.12,1372.99,Two year,Bank transfer,Fiber optic,Yes,3,3,64.62,Stable,Consumer,0,No,Yes,0,2024-06-20 19:58:42.113600,2026-07-29 19:58:42.135556
CUST_002406,22,44.51,1026.6,Month-to-month,Mailed check,Fiber optic,No,0,2,43.26,Stable,SMB,0,Yes,No,1,2024-11-17 19:58:42.113601,2026-08-20 19:58:42.135560
CUST_002407,10,85.02,858.78,Month-to-month,Mailed check,No,Yes,1,4,30.44,Stable,Consumer,0,No,No,0,2025-11-12 19:58:42.113602,2026-08-15 19:58:42.135564
CUST_002408,5,75.35,383.95,Month-to-month,Credit card,Fiber optic,No,1,3,14.89,Stable,Consumer,0,No,Yes,0,2026-04-11 19:58:42.113604,2026-08-12 19:58:42.135569
CUST_002409,72,27.8,2013.84,Two year,Electronic check,DSL,Yes,3,3,67.35,Stable,Consumer,0,Yes,No,0,2020-10-09 19:58:42.113605,2026-08-05 19:58:42.135573
CUST_002410,14,72.65,1045.82,Two year,Mailed check,Fiber optic,No,3,5,23.59,Stable,SMB,1,Yes,No,0,2025-07-15 19:58:42.113606,2026-08-12 19:58:42.135577
CUST_002411,27,99.12,2803.58,One year,Bank transfer,Fiber optic,Yes,3,2,25.41,Increasing,SMB,0,No,No,0,2024-06-20 19:58:42.113607,2026-08-05 19:58:42.135581
CUST_002412,3,28.12,84.73,Two year,Credit card,No,Yes,3,2,28.15,Stable,Enterprise,1,No,Yes,0,2026-06-10 19:58:42.113609,2026-09-06 19:58:42.135586
CUST_002413,15,108.97,1620.95,Month-to-month,Electronic check,DSL,Yes,3,4,36.97,Declining,Consumer,0,No,Yes,1,2025-06-15 19:58:42.113610,2026-07-26 19:58:42.135590
CUST_002414,1,77.83,80.63,Two year,Bank transfer,Fiber optic,No,2,2,62.98,Increasing,SMB,0,No,No,0,2026-08-09 19:58:42.113611,2026-08-15 19:58:42.135594
CUST_002415,16,115.06,1927.44,Month-to-month,Credit card,DSL,No,5,3,39.11,Increasing,Enterprise,0,No,Yes,0,2025-05-16 19:58:42.113612,2026-09-04 19:58:42.135598
CUST_002416,72,34.81,2413.38,Month-to-month,Mailed check,DSL,Yes,3,2,51.06,Increasing,SMB,0,No,No,0,2020-10-09 19:58:42.113614,2026-09-06 19:58:42.135603
CUST_002417,11,119.36,1323.22,Month-to-month,Electronic check,Fiber optic,No,3,1,15.59,Stable,Enterprise,0,Yes,No,1,2025-10-13 19:58:42.113615,2026-08-06 19:58:42.135607
CUST_002418,1,84.43,86.9,One year,Bank transfer,DSL,Yes,1,1,43.12,Increasing,Consumer,0,No,No,1,2026-08-09 19:58:42.113616,2026-07-18 19:58:42.135611
CUST_002419,1,76.75,77.01,One year,Electronic check,Fiber optic,Yes,4,2,22.71,Declining,SMB,0,No,No,0,2026-08-09 19:58:42.113618,2026-08-11 19:58:42.135615
CUST_002420,11,71.53,779.69,Month-to-month,Mailed check,DSL,Yes,6,4,42.71,Stable,Consumer,0,No,Yes,1,2025-10-13 19:58:42.113619,2026-07-24 19:58:42.135620
CUST_002421,4,22.37,90.87,Two year,Credit card,No,Yes,2,1,34.43,Increasing,SMB,0,No,Yes,0,2026-05-11 19:58:42.113620,2026-08-01 19:58:42.135624
CUST_002422,1,113.96,111.34,Month-to-month,Bank transfer,No,No,7,2,45.33,Stable,SMB,0,Yes,Yes,1,2026-08-09 19:58:42.113622,2026-09-06 19:58:42.135628
CUST_002423,33,84.4,2743.18,Month-to-month,Electronic check,DSL,Yes,1,4,55.34,Declining,Enterprise,0,Yes,Yes,1,2023-12-23 19:58:42.113623,2026-07-23 19:58:42.135632
CUST_002424,14,29.16,428.34,Month-to-month,Electronic check,Fiber optic,No,0,2,52.7,Stable,Enterprise,0,No,Yes,1,2025-07-15 19:58:42.113624,2026-07-19 19:58:42.135637
CUST_002425,8,22.1,179.21,One year,Bank transfer,DSL,No,2,1,28.89,Stable,SMB,1,No,No,0,2026-01-11 19:58:42.113625,2026-07-12 19:58:42.135641
CUST_002426,55,25.08,1430.84,Two year,Mailed check,Fiber optic,Yes,2,1,64.69,Declining,Consumer,0,No,Yes,0,2022-03-03 19:58:42.113627,2026-08-23 19:58:42.135645
CUST_002427,2,80.94,166.86,Month-to-month,Bank transfer,DSL,No,3,0,49.95,Stable,Enterprise,0,Yes,Yes,1,2026-07-10 19:58:42.113628,2026-07-19 19:58:42.135649
CUST_002428,72,81.4,5950.04,One year,Bank transfer,DSL,No,4,2,71.68,Increasing,Consumer,0,Yes,No,0,2020-10-09 19:58:42.113629,2026-08-15 19:58:42.135653
CUST_002429,9,69.97,651.19,Month-to-month,Mailed check,No,No,7,0,131.41,Declining,Consumer,0,No,Yes,0,2025-12-12 19:58:42.113631,2026-08-28 19:58:42.135658
CUST_002430,52,50.68,2579.27,One year,Credit card,DSL,Yes,1,2,85.34,Stable,Consumer,1,No,No,0,2022-06-01 19:58:42.113632,2026-08-01 19:58:42.135662
CUST_002431,22,73.17,1631.81,Two year,Credit card,Fiber optic,No,5,3,43.7,Increasing,Consumer,0,No,No,0,2024-11-17 19:58:42.113633,2026-08-09 19:58:42.135666
CUST_002432,42,71.63,3035.72,Month-to-month,Electronic check,DSL,Yes,3,0,21.17,Stable,Enterprise,0,No,No,0,2023-03-28 19:58:42.113635,2026-08-04 19:58:42.135670
CUST_002433,72,21.94,1599.02,Two year,Electronic check,Fiber optic,Yes,3,4,48.24,Stable,Consumer,0,No,No,1,2020-10-09 19:58:42.113636,2026-08-28 19:58:42.135675
CUST_002434,8,48.25,373.21,One year,Electronic check,DSL,Yes,2,1,25.02,Stable,Consumer,0,Yes,No,0,2026-01-11 19:58:42.113637,2026-08-26 19:58:42.135679
CUST_002435,72,25.32,1782.43,Month-to-month,Electronic check,DSL,No,2,1,35.78,Stable,Consumer,0,No,Yes,1,2020-10-09 19:58:42.113638,2026-08-29 19:58:42.135683
CUST_002436,11,110.02,1184.4,Two year,Electronic check,DSL,Yes,4,3,139.57,Stable,Consumer,1,No,Yes,0,2025-10-13 19:58:42.113640,2026-08-12 19:58:42.135687
CUST_002437,11,92.52,1028.1,Month-to-month,Mailed check,DSL,Yes,4,1,52.18,Stable,SMB,0,No,Yes,0,2025-10-13 19:58:42.113642,2026-09-03 19:58:42.135692
CUST_002438,9,119.61,1127.36,Month-to-month,Electronic check,No,Yes,2,2,65.82,Declining,SMB,0,No,Yes,1,2025-12-12 19:58:42.113644,2026-07-11 19:58:42.135696
CUST_002439,18,50.22,945.01,Month-to-month,Electronic check,No,Yes,4,2,71.62,Declining,SMB,0,Yes,Yes,1,2025-03-17 19:58:42.113646,2026-09-06 19:58:42.135700
CUST_002440,4,107.85,419.63,Month-to-month,Electronic check,No,Yes,1,1,51.36,Increasing,SMB,0,No,No,1,2026-05-11 19:58:42.113648,2026-09-01 19:58:42.135704
CUST_002441,19,80.31,1496.11,Two year,Electronic check,DSL,Yes,1,1,48.54,Stable,Consumer,0,Yes,No,0,2025-02-15 19:58:42.113650,2026-08-08 19:58:42.135709
CUST_002442,18,65.31,1121.04,One year,Mailed check,DSL,Yes,4,1,52.25,Increasing,SMB,1,No,No,1,2025-03-17 19:58:42.113652,2026-09-07 19:58:42.135713
CUST_002443,34,42.26,1422.3,Two year,Electronic check,Fiber optic,Yes,2,2,44.55,Increasing,Consumer,0,No,No,0,2023-11-23 19:58:42.113656,2026-08-09 19:58:42.135717
CUST_002444,43,93.84,4170.17,Month-to-month,Credit card,No,Yes,2,3,36.95,Stable,Consumer,0,Yes,No,0,2023-02-26 19:58:42.113658,2026-09-01 19:58:42.135721
CUST_002445,13,110.41,1495.0,Month-to-month,Electronic check,Fiber optic,Yes,1,0,39.8,Stable,SMB,0,Yes,Yes,1,2025-08-14 19:58:42.113660,2026-07-29 19:58:42.135725
CUST_002446,8,43.53,339.06,Month-to-month,Credit card,DSL,No,1,4,42.18,Stable,Consumer,0,No,No,1,2026-01-11 19:58:42.113662,2026-08-31 19:58:42.135730
CUST_002447,7,37.54,256.63,Month-to-month,Electronic check,No,Yes,3,2,54.38,Stable,SMB,0,Yes,Yes,1,2026-02-10 19:58:42.113664,2026-07-16 19:58:42.135734
CUST_002448,5,89.62,435.59,Two year,Bank transfer,DSL,Yes,1,1,21.6,Stable,Consumer,0,No,Yes,0,2026-04-11 19:58:42.113667,2026-07-28 19:58:42.135738
CUST_002449,1,117.7,115.94,One year,Electronic check,No,Yes,6,2,42.38,Stable,SMB,0,No,No,1,2026-08-09 19:58:42.113669,2026-08-31 19:58:42.135743
CUST_002450,10,95.0,978.95,Month-to-month,Credit card,No,No,6,0,28.37,Increasing,SMB,0,No,Yes,0,2025-11-12 19:58:42.113671,2026-07-27 19:58:42.135747
CUST_002451,7,48.46,344.2,Two year,Electronic check,No,Yes,2,3,95.87,Increasing,Consumer,0,Yes,Yes,0,2026-02-10 19:58:42.113673,2026-09-05 19:58:42.135751
CUST_002452,72,62.0,4591.64,One year,Credit card,DSL,Yes,1,0,29.16,Increasing,SMB,0,Yes,No,0,2020-10-09 19:58:42.113675,2026-08-24 19:58:42.135755
CUST_002453,19,58.43,1119.39,Month-to-month,Electronic check,Fiber optic,Yes,3,0,57.12,Stable,SMB,0,No,Yes,1,2025-02-15 19:58:42.113677,2026-07-23 19:58:42.135759
CUST_002454,10,105.21,1026.61,Two year,Electronic check,Fiber optic,No,6,2,5.96,Stable,Consumer,0,No,No,0,2025-11-12 19:58:42.113678,2026-09-07 19:58:42.135764
CUST_002455,20,97.14,1889.95,Month-to-month,Mailed check,DSL,No,3,4,73.28,Stable,Consumer,0,No,Yes,1,2025-01-16 19:58:42.113680,2026-08-05 19:58:42.135768
CUST_002456,3,78.9,225.08,Month-to-month,Bank transfer,Fiber optic,Yes,1,3,44.71,Stable,Consumer,0,Yes,No,0,2026-06-10 19:58:42.113681,2026-08-16 19:58:42.135772
CUST_002457,14,47.5,683.69,Month-to-month,Credit card,Fiber optic,No,3,2,62.53,Increasing,Consumer,1,No,Yes,0,2025-07-15 19:58:42.113682,2026-08-28 19:58:42.135776
CUST_002458,23,113.8,2708.26,Month-to-month,Mailed check,DSL,Yes,2,1,24.15,Declining,SMB,0,No,No,0,2024-10-18 19:58:42.113684,2026-07-25 19:58:42.135781
CUST_002459,16,85.33,1401.91,Month-to-month,Bank transfer,DSL,Yes,3,0,81.43,Stable,SMB,0,No,Yes,0,2025-05-16 19:58:42.113685,2026-08-12 19:58:42.135785
CUST_002460,12,117.05,1344.82,Month-to-month,Bank transfer,DSL,Yes,2,2,47.35,Increasing,Consumer,0,Yes,Yes,1,2025-09-13 19:58:42.113686,2026-08-03 19:58:42.135789
CUST_002461,72,78.01,5764.0,Month-to-month,Bank transfer,No,No,4,1,56.42,Stable,Consumer,0,No,Yes,1,2020-10-09 19:58:42.113688,2026-08-16 19:58:42.135793
CUST_002462,50,102.12,4874.07,One year,Bank transfer,No,No,2,2,54.08,Increasing,Enterprise,0,No,No,0,2022-07-31 19:58:42.113689,2026-07-31 19:58:42.135798
CUST_002463,23,101.31,2238.23,Two year,Electronic check,Fiber optic,Yes,3,1,72.72,Increasing,Enterprise,0,No,Yes,0,2024-10-18 19:58:42.113690,2026-08-16 19:58:42.135802
CUST_002464,20,53.73,1068.2,One year,Mailed check,DSL,Yes,1,1,34.79,Increasing,Consumer,0,No,Yes,1,2025-01-16 19:58:42.113692,2026-09-07 19:58:42.135806
CUST_002465,23,116.4,2670.81,Month-to-month,Bank transfer,Fiber optic,Yes,3,2,39.33,Increasing,Consumer,0,No,Yes,1,2024-10-18 19:58:42.113693,2026-07-14 19:58:42.135810
CUST_002466,5,22.19,114.46,Month-to-month,Mailed check,DSL,Yes,5,0,114.09,Stable,Consumer,0,No,Yes,1,2026-04-11 19:58:42.113694,2026-08-05 19:58:42.135815
CUST_002467,12,96.87,1183.31,Month-to-month,Credit card,Fiber optic,Yes,3,2,18.06,Increasing,Consumer,0,Yes,No,1,2025-09-13 19:58:42.113695,2026-07-28 19:58:42.135819
CUST_002468,1,116.56,112.52,Month-to-month,Credit card,Fiber optic,No,3,2,76.96,Declining,Consumer,0,Yes,Yes,1,2026-08-09 19:58:42.113697,2026-08-10 19:58:42.135823
CUST_002469,15,53.89,786.21,One year,Credit card,No,Yes,7,2,89.28,Stable,Consumer,0,No,Yes,0,2025-06-15 19:58:42.113698,2026-08-22 19:58:42.135827
CUST_002470,18,84.81,1493.86,One year,Electronic check,DSL,No,4,2,66.55,Declining,SMB,0,No,Yes,0,2025-03-17 19:58:42.113699,2026-07-26 19:58:42.135832
CUST_002471,6,76.22,440.11,One year,Electronic check,DSL,Yes,4,3,34.54,Stable,Consumer,0,No,Yes,1,2026-03-12 19:58:42.113701,2026-08-19 19:58:42.135836
CUST_002472,72,96.15,6775.79,One year,Electronic check,No,Yes,3,1,30.37,Declining,Consumer,1,No,No,1,2020-10-09 19:58:42.113702,2026-08-15 19:58:42.135840
CUST_002473,57,106.62,6216.27,Month-to-month,Credit card,No,No,4,4,89.66,Declining,SMB,1,No,Yes,1,2022-01-02 19:58:42.113703,2026-08-14 19:58:42.135847
CUST_002474,30,80.3,2346.7,Month-to-month,Electronic check,Fiber optic,No,5,2,93.25,Increasing,Consumer,1,No,No,0,2024-03-22 19:58:42.113705,2026-08-14 19:58:42.135851
CUST_002475,18,101.59,1889.94,One year,Mailed check,DSL,Yes,3,3,46.03,Stable,Consumer,0,Yes,No,0,2025-03-17 19:58:42.113706,2026-08-12 19:58:42.135856
CUST_002476,48,51.23,2451.54,Month-to-month,Electronic check,Fiber optic,Yes,3,3,100.66,Declining,SMB,0,No,Yes,0,2022-09-29 19:58:42.113707,2026-07-19 19:58:42.135860
CUST_002477,3,42.86,126.3,Month-to-month,Electronic check,Fiber optic,Yes,4,2,90.08,Declining,Consumer,1,Yes,Yes,1,2026-06-10 19:58:42.113709,2026-08-31 19:58:42.135864
CUST_002478,37,63.07,2313.15,Month-to-month,Electronic check,No,Yes,2,3,23.97,Stable,Consumer,0,No,Yes,1,2023-08-25 19:58:42.113710,2026-07-29 19:58:42.135869
CUST_002479,3,87.77,268.83,Month-to-month,Electronic check,Fiber optic,No,3,4,85.52,Stable,Enterprise,0,No,No,1,2026-06-10 19:58:42.113711,2026-07-13 19:58:42.135873
CUST_002480,37,38.72,1435.05,Month-to-month,Mailed check,DSL,No,4,3,59.34,Declining,Consumer,0,No,No,1,2023-08-25 19:58:42.113713,2026-08-23 19:58:42.135877
CUST_002481,7,88.04,585.91,Two year,Credit card,Fiber optic,No,2,4,81.81,Declining,SMB,1,No,No,0,2026-02-10 19:58:42.113714,2026-08-22 19:58:42.135881
CUST_002482,50,59.41,3095.95,Two year,Bank transfer,DSL,Yes,5,1,7.89,Stable,Consumer,0,No,No,0,2022-07-31 19:58:42.113715,2026-07-21 19:58:42.135886
CUST_002483,69,99.56,6571.49,Month-to-month,Bank transfer,DSL,No,4,1,69.13,Increasing,Enterprise,0,No,Yes,0,2021-01-07 19:58:42.113717,2026-07-19 19:58:42.135890
CUST_002484,3,23.68,74.16,Month-to-month,Mailed check,Fiber optic,Yes,2,2,33.49,Declining,SMB,0,Yes,Yes,1,2026-06-10 19:58:42.113718,2026-08-06 19:58:42.135894
CUST_002485,14,86.8,1157.86,One year,Credit card,DSL,Yes,2,2,26.37,Declining,Consumer,0,No,Yes,0,2025-07-15 19:58:42.113719,2026-08-01 19:58:42.135898
CUST_002486,72,84.98,6284.36,Month-to-month,Credit card,No,Yes,2,2,136.88,Increasing,SMB,0,No,No,0,2020-10-09 19:58:42.113721,2026-09-04 19:58:42.135902
CUST_002487,15,114.09,1717.28,Month-to-month,Credit card,Fiber optic,Yes,5,3,63.2,Stable,SMB,0,No,No,1,2025-06-15 19:58:42.113722,2026-08-10 19:58:42.135907
CUST_002488,47,91.34,4295.44,Month-to-month,Electronic check,Fiber optic,Yes,2,4,27.9,Increasing,Enterprise,0,No,Yes,1,2022-10-29 19:58:42.113723,2026-08-20 19:58:42.135911
CUST_002489,21,99.63,2002.85,Month-to-month,Credit card,Fiber optic,No,2,3,50.25,Stable,Consumer,1,Yes,No,1,2024-12-17 19:58:42.113725,2026-08-09 19:58:42.135916
CUST_002490,11,110.46,1183.32,One year,Electronic check,No,Yes,4,2,37.01,Stable,SMB,0,No,Yes,0,2025-10-13 19:58:42.113726,2026-08-17 19:58:42.135920
CUST_002491,8,87.51,719.51,Two year,Mailed check,No,Yes,4,1,110.39,Stable,SMB,0,Yes,No,0,2026-01-11 19:58:42.113727,2026-07-22 19:58:42.135924
CUST_002492,5,49.02,254.69,Month-to-month,Electronic check,No,No,3,0,32.35,Stable,SMB,0,No,No,1,2026-04-11 19:58:42.113728,2026-07-14 19:58:42.135928
CUST_002493,34,106.98,3647.91,Month-to-month,Bank transfer,Fiber optic,Yes,4,0,67.13,Declining,Consumer,0,No,Yes,0,2023-11-23 19:58:42.113730,2026-07-14 19:58:42.135933
CUST_002494,11,94.76,1027.07,Month-to-month,Bank transfer,DSL,No,3,2,37.8,Declining,Consumer,0,No,Yes,1,2025-10-13 19:58:42.113731,2026-08-12 19:58:42.135937
CUST_002495,17,62.44,1014.77,Month-to-month,Electronic check,Fiber optic,Yes,2,7,73.04,Stable,SMB,1,No,Yes,1,2025-04-16 19:58:42.113732,2026-08-19 19:58:42.135941
CUST_002496,16,91.05,1483.34,Two year,Bank transfer,Fiber optic,No,1,0,56.58,Stable,Enterprise,0,No,Yes,0,2025-05-16 19:58:42.113734,2026-09-03 19:58:42.135945
CUST_002497,20,106.77,2088.09,One year,Mailed check,DSL,No,3,2,59.92,Increasing,SMB,1,Yes,Yes,0,2025-01-16 19:58:42.113735,2026-08-07 19:58:42.135949
CUST_002498,48,117.57,5392.24,Month-to-month,Electronic check,DSL,No,2,1,24.3,Stable,Consumer,0,No,Yes,1,2022-09-29 19:58:42.113736,2026-09-05 19:58:42.135954
CUST_002499,72,115.24,8434.89,One year,Mailed check,Fiber optic,No,4,0,43.89,Increasing,Enterprise,0,No,Yes,0,2020-10-09 19:58:42.113738,2026-08-08 19:58:42.135958
CUST_002500,12,52.53,629.46,Two year,Mailed check,Fiber optic,No,5,4,65.27,Increasing,SMB,0,Yes,No,0,2025-09-13 19:58:42.113739,2026-07-28 19:58:42.135962
CUST_002501,42,62.17,2483.71,Two year,Electronic check,Fiber optic,Yes,3,5,32.14,Increasing,Consumer,0,Yes,Yes,0,2023-03-28 19:58:42.113740,2026-07-31 19:58:42.135966
CUST_002502,34,30.95,1011.36,Month-to-month,Electronic check,Fiber optic,Yes,5,2,57.6,Stable,SMB,1,No,Yes,1,2023-11-23 19:58:42.113742,2026-09-02 19:58:42.135971
CUST_002503,20,44.75,912.83,Month-to-month,Credit card,Fiber optic,Yes,4,4,35.16,Stable,Consumer,0,No,Yes,0,2025-01-16 19:58:42.113743,2026-08-13 19:58:42.135975
CUST_002504,72,108.24,7453.24,One year,Credit card,DSL,No,3,1,79.97,Increasing,SMB,1,No,No,0,2020-10-09 19:58:42.113744,2026-07-31 19:58:42.135979
CUST_002505,5,56.08,290.66,Month-to-month,Electronic check,Fiber optic,No,6,0,32.91,Stable,Consumer,1,Yes,Yes,0,2026-04-11 19:58:42.113746,2026-08-03 19:58:42.135983
CUST_002506,2,82.06,161.02,Two year,Bank transfer,No,No,1,3,35.13,Stable,SMB,0,No,No,0,2026-07-10 19:58:42.113747,2026-08-28 19:58:42.135988
CUST_002507,46,86.6,3819.74,One year,Mailed check,DSL,Yes,6,5,40.87,Declining,SMB,1,No,No,0,2022-11-28 19:58:42.113748,2026-08-21 19:58:42.135992
CUST_002508,13,98.18,1309.49,Two year,Mailed check,Fiber optic,Yes,2,1,69.39,Stable,Consumer,1,Yes,No,0,2025-08-14 19:58:42.113750,2026-08-06 19:58:42.135996
CUST_002509,45,38.28,1726.81,Month-to-month,Mailed check,DSL,No,1,1,39.5,Stable,Consumer,0,Yes,No,0,2022-12-28 19:58:42.113751,2026-07-18 19:58:42.136000
CUST_002510,53,50.48,2623.71,Two year,Electronic check,DSL,Yes,5,2,51.91,Stable,SMB,0,No,No,0,2022-05-02 19:58:42.113752,2026-08-05 19:58:42.136005
CUST_002511,1,64.83,64.22,Month-to-month,Electronic check,Fiber optic,Yes,3,4,42.61,Stable,SMB,0,No,No,1,2026-08-09 19:58:42.113754,2026-08-12 19:58:42.136009
CUST_002512,51,56.48,2742.62,Two year,Electronic check,Fiber optic,No,2,2,35.15,Declining,SMB,0,Yes,No,0,2022-07-01 19:58:42.113755,2026-07-27 19:58:42.136013
CUST_002513,14,118.29,1683.0,Month-to-month,Mailed check,Fiber optic,Yes,1,2,81.16,Stable,Consumer,0,No,No,0,2025-07-15 19:58:42.113756,2026-07-29 19:58:42.136017
CUST_002514,17,103.49,1735.72,Month-to-month,Credit card,DSL,Yes,3,1,47.07,Declining,Consumer,0,Yes,No,1,2025-04-16 19:58:42.113758,2026-09-01 19:58:42.136022
CUST_002515,23,67.97,1596.77,One year,Credit card,Fiber optic,No,3,0,46.39,Declining,Consumer,0,No,No,0,2024-10-18 19:58:42.113759,2026-09-03 19:58:42.136026
CUST_002516,62,107.93,6777.43,Month-to-month,Credit card,DSL,No,0,2,31.17,Stable,SMB,0,No,No,1,2021-08-05 19:58:42.113760,2026-08-13 19:58:42.136030
CUST_002517,1,54.77,55.6,Month-to-month,Credit card,DSL,Yes,4,1,30.13,Increasing,Enterprise,0,Yes,No,0,2026-08-09 19:58:42.113762,2026-08-28 19:58:42.136034
CUST_002518,15,98.58,1522.01,Two year,Electronic check,DSL,Yes,2,0,41.54,Stable,SMB,0,No,No,1,2025-06-15 19:58:42.113763,2026-08-14 19:58:42.136039
CUST_002519,27,42.37,1158.99,Month-to-month,Bank transfer,No,No,1,1,66.11,Increasing,Consumer,0,No,Yes,0,2024-06-20 19:58:42.113764,2026-08-31 19:58:42.136043
CUST_002520,30,97.23,2893.19,One year,Electronic check,DSL,No,7,2,77.63,Stable,SMB,1,No,No,1,2024-03-22 19:58:42.113765,2026-07-29 19:58:42.136047
CUST_002521,28,65.65,1817.97,Month-to-month,Credit card,DSL,Yes,2,3,56.68,Stable,Consumer,0,Yes,No,0,2024-05-21 19:58:42.113767,2026-07-14 19:58:42.136051
CUST_002522,3,30.75,88.74,Two year,Credit card,Fiber optic,No,4,0,43.3,Stable,SMB,0,Yes,No,0,2026-06-10 19:58:42.113768,2026-07-24 19:58:42.136055
CUST_002523,8,47.33,389.22,One year,Mailed check,Fiber optic,Yes,2,2,70.16,Declining,SMB,0,No,No,1,2026-01-11 19:58:42.113769,2026-08-15 19:58:42.136060
CUST_002524,10,60.23,618.03,Month-to-month,Mailed check,Fiber optic,Yes,2,2,58.41,Stable,Enterprise,1,Yes,No,1,2025-11-12 19:58:42.113771,2026-09-02 19:58:42.136064
CUST_002525,39,94.93,3608.34,Month-to-month,Electronic check,Fiber optic,No,0,5,53.51,Stable,Consumer,0,No,Yes,1,2023-06-26 19:58:42.113772,2026-08-10 19:58:42.136068
CUST_002526,7,27.3,198.03,One year,Electronic check,Fiber optic,Yes,2,2,49.29,Declining,Consumer,1,Yes,Yes,1,2026-02-10 19:58:42.113773,2026-09-02 19:58:42.136072
CUST_002527,5,85.95,433.57,Month-to-month,Credit card,DSL,Yes,2,1,79.06,Stable,Consumer,0,Yes,No,1,2026-04-11 19:58:42.113775,2026-08-08 19:58:42.136077
CUST_002528,72,91.6,6581.14,Month-to-month,Credit card,No,Yes,2,4,49.85,Declining,SMB,1,No,No,0,2020-10-09 19:58:42.113776,2026-07-27 19:58:42.136081
CUST_002529,1,85.39,81.27,One year,Electronic check,Fiber optic,Yes,2,2,35.0,Increasing,SMB,0,Yes,No,1,2026-08-09 19:58:42.113779,2026-08-26 19:58:42.136085
CUST_002530,72,96.07,6835.93,Month-to-month,Electronic check,DSL,No,3,0,28.26,Declining,SMB,0,No,Yes,0,2020-10-09 19:58:42.113781,2026-09-01 19:58:42.136089
CUST_002531,27,37.82,1035.5,Month-to-month,Electronic check,Fiber optic,Yes,1,3,65.43,Stable,Consumer,0,No,Yes,0,2024-06-20 19:58:42.113782,2026-08-14 19:58:42.136094
CUST_002532,42,78.71,3170.2,One year,Credit card,Fiber optic,Yes,0,2,56.32,Declining,Consumer,0,No,Yes,1,2023-03-28 19:58:42.113783,2026-07-18 19:58:42.136098
CUST_002533,8,114.11,909.19,Month-to-month,Credit card,DSL,No,5,5,58.48,Stable,Consumer,0,No,Yes,0,2026-01-11 19:58:42.113785,2026-08-05 19:58:42.136102
CUST_002534,1,81.08,85.08,Month-to-month,Bank transfer,No,Yes,1,3,105.86,Declining,Consumer,1,Yes,No,1,2026-08-09 19:58:42.113786,2026-07-24 19:58:42.136106
CUST_002535,32,81.13,2652.38,Month-to-month,Bank transfer,Fiber optic,No,0,4,26.22,Declining,Consumer,0,No,Yes,0,2024-01-22 19:58:42.113787,2026-07-27 19:58:42.136111
CUST_002536,43,93.64,4045.39,One year,Bank transfer,Fiber optic,Yes,1,4,32.27,Increasing,Enterprise,0,No,Yes,0,2023-02-26 19:58:42.113789,2026-08-19 19:58:42.136115
CUST_002537,32,53.32,1711.88,One year,Electronic check,Fiber optic,Yes,1,4,19.62,Increasing,SMB,1,Yes,No,0,2024-01-22 19:58:42.113790,2026-08-11 19:58:42.136119
