transaction_id,customer_id,transaction_date,amount,transaction_type,payment_status
TXN_00014269,CUST_002869,2025-09-20 19:58:43.014682,76.15,Refund,Completed
TXN_00014270,CUST_008302,2024-10-11 19:58:43.014736,17.31,Purchase,Completed
TXN_00014271,CUST_009475,2024-11-16 19:58:43.014788,22.09,Subscription,Completed
TXN_00014272,CUST_008463,2025-07-15 19:58:43.014839,186.82,Purchase,Completed
TXN_00014275,CUST_003435,2025-01-11 19:58:43.014956,11.09,Refund,Completed
TXN_00014276,CUST_001972,2025-06-28 19:58:43.015007,36.23,Subscription,Completed
TXN_00014277,CUST_008014,2025-06-24 19:58:43.015058,67.15,Purchase,Completed
TXN_00014278,CUST_009910,2024-11-18 19:58:43.015110,74.23,Subscription,Completed
TXN_00014279,CUST_005872,2025-08-14 19:58:43.015170,97.91,Purchase,Completed
TXN_00014280,CUST_005192,2025-09-18 19:58:43.015225,58.73,Purchase,Completed
TXN_00014281,CUST_006802,2025-10-16 19:58:43.015276,65.11,Purchase,Completed
TXN_00014282,CUST_003130,2026-06-06 19:58:43.015328,72.17,Upgrade,Completed
TXN_00014283,CUST_003447,2026-05-21 19:58:43.015379,66.49,Subscription,Completed
TXN_00014284,CUST_001488,2024-11-02 19:58:43.015438,58.8,Purchase,Completed
TXN_00014285,CUST_008306,2024-12-28 19:58:43.015489,29.42,Purchase,Completed
TXN_00014286,CUST_005896,2025-07-08 19:58:43.015540,103.26,Subscription,Completed
TXN_00014287,CUST_007832,2025-04-19 19:58:43.015592,33.55,Subscription,Failed
TXN_00014288,CUST_004183,2025-02-24 19:58:43.015643,31.43,Subscription,Completed
TXN_00014289,CUST_008336,2024-10-14 19:58:43.015694,45.35,Refund,Completed
TXN_00014290,CUST_001835,2024-09-11 19:58:43.015745,78.11,Subscription,Completed
TXN_00014291,CUST_007487,2025-08-11 19:58:43.015796,25.26,Purchase,Completed
TXN_00014292,CUST_000265,2026-05-08 19:58:43.015849,37.72,Purchase,Completed
TXN_00014293,CUST_000119,2025-09-10 19:58:43.015905,37.98,Purchase,Completed
TXN_00014294,CUST_006227,2024-12-17 19:58:43.015957,14.89,Purchase,Completed
TXN_00014295,CUST_006882,2025-12-19 19:58:43.016008,23.19,Purchase,Completed
TXN_00014296,CUST_006559,2025-09-25 19:58:43.016059,29.7,Upgrade,Completed
TXN_00014297,CUST_001640,2026-07-21 19:58:43.016111,39.25,Refund,Failed
TXN_00014298,CUST_005812,2026-03-03 19:58:43.016170,73.11,Purchase,Completed
TXN_00014299,CUST_005905,2024-12-25 19:58:43.016222,22.24,Purchase,Completed
TXN_00014300,CUST_005079,2025-12-06 19:58:43.016274,103.81,Purchase,Completed
TXN_00014301,CUST_001070,2024-11-30 19:58:43.016325,39.65,Purchase,Completed
TXN_00014302,CUST_007114,2025-06-19 19:58:43.016376,53.58,Purchase,Completed
TXN_00014303,CUST_004927,2025-11-28 19:58:43.016437,121.62,Purchase,Completed
TXN_00014304,CUST_003758,2025-06-18 19:58:43.016488,32.33,Purchase,Completed
TXN_00014305,CUST_001384,2026-04-27 19:58:43.016539,50.33,Subscription,Completed
TXN_00014306,CUST_006385,2025-07-28 19:58:43.016593,54.71,Refund,Failed
TXN_00014307,CUST_007723,2025-07-16 19:58:43.016646,23.7,Subscription,Completed
TXN_00014308,CUST_000260,2025-10-28 19:58:43.016697,17.29,Purchase,Completed
TXN_00014309,CUST_004501,2026-01-10 19:58:43.016748,170.97,Purchase,Completed
TXN_00014310,CUST_005297,2025-06-24 19:58:43.016800,41.07,Purchase,Completed
TXN_00014312,CUST_002306,2025-03-21 19:58:43.016891,30.65,Purchase,Completed
TXN_00014313,CUST_004080,2025-08-25 19:58:43.016943,216.45,Purchase,Completed
TXN_00014315,CUST_009251,2025-03-19 19:58:43.017027,16.11,Subscription,Completed
TXN_00014316,CUST_000152,2024-12-22 19:58:43.017078,114.33,Purchase,Completed
TXN_00014317,CUST_002097,2026-03-04 19:58:43.017137,12.65,Subscription,Completed
TXN_00014318,CUST_008498,2026-06-08 19:58:43.017190,38.44,Purchase,Completed
TXN_00014319,CUST_002552,2024-10-25 19:58:43.017241,34.91,Subscription,Failed
TXN_00014320,CUST_002298,2025-05-23 19:58:43.017295,35.74,Subscription,Completed
TXN_00014321,CUST_007698,2025-10-24 19:58:43.017346,32.51,Purchase,Completed
TXN_00014322,CUST_000639,2026-01-16 19:58:43.017404,150.26,Subscription,Failed
TXN_00014323,CUST_001003,2026-01-03 19:58:43.017455,68.65,Purchase,Completed
TXN_00014324,CUST_009769,2024-11-19 19:58:43.017507,24.8,Subscription,Completed
TXN_00014325,CUST_003438,2025-09-23 19:58:43.017558,16.65,Purchase,Completed
TXN_00014326,CUST_004802,2025-04-03 19:58:43.017609,35.52,Subscription,Completed
TXN_00014327,CUST_006090,2026-07-21 19:58:43.017660,78.79,Purchase,Completed
TXN_00014328,CUST_006798,2025-03-02 19:58:43.017711,10.15,Subscription,Failed
TXN_00014329,CUST_002581,2026-04-12 19:58:43.017762,107.74,Purchase,Completed
TXN_00014330,CUST_006869,2026-01-15 19:58:43.017813,86.35,Purchase,Completed
TXN_00014331,CUST_002825,2026-07-02 19:58:43.017865,67.67,Purchase,Completed
TXN_00014332,CUST_002862,2025-07-08 19:58:43.017915,82.33,Purchase,Completed
TXN_00014333,CUST_008497,2026-02-18 19:58:43.017969,26.02,Purchase,Completed
TXN_00014334,CUST_002481,2026-08-29 19:58:43.018021,119.94,Purchase,Completed
TXN_00014335,CUST_002976,2024-11-05 19:58:43.018076,13.59,Purchase,Completed
TXN_00014336,CUST_005982,2025-06-06 19:58:43.018136,42.59,Purchase,Completed
TXN_00014337,CUST_001793,2025-12-29 19:58:43.018190,103.4,Purchase,Failed
TXN_00014338,CUST_002661,2026-06-18 19:58:43.018243,72.66,Subscription,Completed
TXN_00014339,CUST_000492,2025-10-15 19:58:43.018295,37.35,Purchase,Pending
TXN_00014340,CUST_008152,2026-08-23 19:58:43.018347,21.16,Purchase,Completed
TXN_00014341,CUST_003344,2025-04-14 19:58:43.018409,54.22,Purchase,Completed
TXN_00014342,CUST_005015,2025-11-08 19:58:43.018461,14.72,Refund,Completed
TXN_00014343,CUST_006614,2026-05-28 19:58:43.018512,26.8,Subscription,Completed
TXN_00014344,CUST_006115,2024-12-02 19:58:43.018564,193.16,Subscription,Completed
TXN_00014345,CUST_004345,2025-10-06 19:58:43.018618,21.63,Purchase,Completed
TXN_00014346,CUST_005261,2025-11-20 19:58:43.018675,174.78,Upgrade,Completed
TXN_00014347,CUST_000467,2026-04-19 19:58:43.018727,178.51,Purchase,Completed
TXN_00014348,CUST_000424,2026-05-02 19:58:43.018778,31.69,Purchase,Completed
TXN_00014349,CUST_005433,2025-03-11 19:58:43.018830,10.98,Subscription,Completed
TXN_00014350,CUST_000467,2024-10-11 19:58:43.018881,65.18,Purchase,Completed
TXN_00014351,CUST_007709,2025-04-30 19:58:43.018933,76.22,Purchase,Completed
TXN_00014352,CUST_000561,2025-03-24 19:58:43.018987,33.44,Purchase,Completed
TXN_00014353,CUST_002365,2025-06-05 19:58:43.019039,42.47,Subscription,Completed
TXN_00014354,CUST_006680,2025-04-12 19:58:43.019091,38.08,Purchase,Completed
TXN_00014355,CUST_000762,2026-05-18 19:58:43.019151,102.6,Purchase,Completed
TXN_00014356,CUST_008839,2024-12-12 19:58:43.019203,46.61,Subscription,Completed
TXN_00014357,CUST_006178,2024-10-21 19:58:43.019258,83.3,Purchase,Completed
TXN_00014358,CUST_009806,2026-04-04 19:58:43.019315,73.99,Purchase,Completed
TXN_00014359,CUST_008605,2026-06-14 19:58:43.019413,106.98,Purchase,Pending
TXN_00014360,CUST_002782,2025-03-09 19:58:43.019509,31.66,Purchase,Completed
TXN_00014361,CUST_002592,2026-05-04 19:58:43.019593,21.91,Purchase,Completed
TXN_00014362,CUST_001641,2025-08-20 19:58:43.019674,78.42,Subscription,Failed
TXN_00014363,CUST_000245,2026-03-24 19:58:43.019759,58.43,Purchase,Completed
TXN_00014364,CUST_005713,2024-10-30 19:58:43.019841,19.19,Purchase,Completed
TXN_00014365,CUST_003649,2026-02-05 19:58:43.019921,147.15,Subscription,Completed
TXN_00014366,CUST_001510,2026-05-05 19:58:43.020006,85.98,Subscription,Completed
TXN_00014367,CUST_006880,2025-01-20 19:58:43.020091,21.16,Subscription,Completed
TXN_00014368,CUST_001087,2025-09-11 19:58:43.020198,21.63,Refund,Completed
TXN_00014369,CUST_001842,2025-06-10 19:58:43.020292,43.39,Subscription,Completed
TXN_00014370,CUST_007794,2025-01-01 19:58:43.020398,129.16,Purchase,Completed
TXN_00014371,CUST_007610,2026-03-09 19:58:43.020496,102.22,Purchase,Completed
TXN_00014372,CUST_006801,2025-07-13 19:58:43.020583,32.64,Subscription,Completed
TXN_00014373,CUST_008794,2025-09-17 19:58:43.020666,24.25,Purchase,Completed
TXN_00014374,CUST_007216,2025-09-09 19:58:43.020747,26.46,Subscription,Completed
TXN_00014375,CUST_002203,2025-06-30 19:58:43.020828,18.06,Subscription,Completed
TXN_00014376,CUST_009884,2025-08-28 19:58:43.020909,93.91,Purchase,Completed
TXN_00014377,CUST_000012,2024-12-07 19:58:43.020989,60.43,Purchase,Failed
TXN_00014378,CUST_005103,2026-06-10 19:58:43.021077,31.18,Purchase,Completed
TXN_00014379,CUST_007803,2025-02-03 19:58:43.021174,153.23,Purchase,Completed
TXN_00014380,CUST_007693,2025-03-05 19:58:43.021260,75.86,Subscription,Completed
TXN_00014381,CUST_004209,2026-04-29 19:58:43.021340,31.31,Purchase,Completed
TXN_00014382,CUST_002101,2025-02-14 19:58:43.021421,38.22,Purchase,Completed
TXN_00014383,CUST_005291,2025-06-11 19:58:43.021474,82.52,Purchase,Completed
TXN_00014384,CUST_008848,2025-09-11 19:58:43.021526,16.38,Purchase,Completed
TXN_00014385,CUST_005990,2026-07-03 19:58:43.021578,109.98,Purchase,Completed
TXN_00014386,CUST_001580,2025-10-16 19:58:43.021630,30.33,Purchase,Completed
TXN_00014387,CUST_007829,2025-10-17 19:58:43.021681,47.66,Purchase,Completed
TXN_00014388,CUST_008075,2026-05-17 19:58:43.021733,69.02,Refund,Completed
TXN_00014389,CUST_009360,2026-04-21 19:58:43.021784,146.77,Upgrade,Completed
TXN_00014391,CUST_002062,2026-07-09 19:58:43.021870,19.56,Purchase,Completed
TXN_00014392,CUST_003594,2025-08-25 19:58:43.021927,23.16,Purchase,Completed
TXN_00014393,CUST_008434,2025-12-23 19:58:43.021979,46.16,Refund,Completed
TXN_00014394,CUST_002127,2024-11-04 19:58:43.022031,97.68,Purchase,Completed
TXN_00014395,CUST_002337,2024-10-11 19:58:43.022082,184.37,Purchase,Completed
TXN_00014396,CUST_003696,2026-06-10 19:58:43.022144,22.46,Subscription,Completed
TXN_00014397,CUST_001347,2026-08-27 19:58:43.022197,15.86,Subscription,Completed
TXN_00014398,CUST_001554,2025-04-05 19:58:43.022252,107.85,Subscription,Completed
TXN_00014399,CUST_006617,2026-03-25 19:58:43.022304,13.96,Purchase,Completed
TXN_00014400,CUST_004626,2024-12-29 19:58:43.022356,67.29,Purchase,Completed
TXN_00014401,CUST_001725,2025-06-04 19:58:43.022416,57.8,Subscription,Completed
TXN_00014402,CUST_004093,2024-10-01 19:58:43.022467,23.18,Purchase,Completed
TXN_00014403,CUST_003707,2024-10-29 19:58:43.022518,27.33,Purchase,Completed
TXN_00014404,CUST_004107,2025-03-01 19:58:43.022569,23.9,Purchase,Completed
TXN_00014405,CUST_003025,2025-03-06 19:58:43.022621,67.78,Purchase,Completed
TXN_00014406,CUST_004934,2026-07-06 19:58:43.022673,34.77,Purchase,Completed
TXN_00014407,CUST_005385,2024-10-21 19:58:43.022724,142.1,Purchase,Completed
TXN_00014408,CUST_007572,2025-02-13 19:58:43.022775,71.98,Purchase,Completed
TXN_00014409,CUST_009680,2025-12-16 19:58:43.022827,17.57,Purchase,Completed
TXN_00014410,CUST_008519,2025-04-29 19:58:43.022878,50.22,Purchase,Completed
TXN_00014412,CUST_009457,2026-04-15 19:58:43.022967,41.92,Purchase,Completed
TXN_00014413,CUST_004371,2024-09-16 19:58:43.023022,34.41,Subscription,Completed
TXN_00014414,CUST_002158,2025-01-13 19:58:43.023074,12.47,Purchase,Pending
TXN_00014415,CUST_005374,2025-02-03 19:58:43.023133,49.16,Purchase,Failed
TXN_00014417,CUST_006141,2024-10-21 19:58:43.023220,51.62,Purchase,Completed
TXN_00014418,CUST_002380,2025-07-27 19:58:43.023272,140.8,Subscription,Completed
TXN_00014419,CUST_009493,2025-06-10 19:58:43.023323,56.79,Purchase,Completed
TXN_00014420,CUST_000561,2025-09-23 19:58:43.023375,10.3,Subscription,Completed
TXN_00014421,CUST_006309,2026-04-08 19:58:43.023435,29.09,Upgrade,Completed
TXN_00014422,CUST_000787,2025-05-20 19:58:43.023487,73.43,Purchase,Pending
TXN_00014423,CUST_003243,2025-10-30 19:58:43.023538,25.22,Purchase,Completed
TXN_00014424,CUST_002985,2025-12-07 19:58:43.023590,15.02,Subscription,Completed
TXN_00014425,CUST_000235,2026-06-22 19:58:43.023644,100.84,Purchase,Completed
TXN_00014426,CUST_002343,2024-11-26 19:58:43.023697,66.94,Subscription,Completed
TXN_00014427,CUST_000559,2024-12-28 19:58:43.023749,38.68,Purchase,Completed
TXN_00014428,CUST_003897,2026-04-02 19:58:43.023801,57.27,Upgrade,Completed
TXN_00014429,CUST_002653,2026-06-15 19:58:43.023853,12.63,Purchase,Completed
TXN_00014430,CUST_006501,2024-09-25 19:58:43.023905,57.51,Purchase,Completed
TXN_00014431,CUST_005285,2026-05-16 19:58:43.023957,74.79,Purchase,Completed
TXN_00014432,CUST_000192,2024-10-03 19:58:43.024008,52.77,Subscription,Pending
TXN_00014433,CUST_009374,2024-10-29 19:58:43.024062,50.73,Purchase,Pending
TXN_00014434,CUST_007878,2025-05-12 19:58:43.024113,170.23,Purchase,Completed
TXN_00014435,CUST_007928,2025-02-28 19:58:43.024174,70.12,Purchase,Completed
TXN_00014436,CUST_005635,2024-12-15 19:58:43.024225,170.58,Upgrade,Completed
TXN_00014437,CUST_003077,2025-02-01 19:58:43.024277,36.48,Purchase,Completed
TXN_00014438,CUST_009457,2025-08-21 19:58:43.024328,77.19,Subscription,Completed
TXN_00014439,CUST_006647,2025-07-07 19:58:43.024380,97.44,Subscription,Completed
TXN_00014440,CUST_007408,2026-07-03 19:58:43.024438,57.67,Purchase,Completed
TXN_00014441,CUST_003520,2025-03-02 19:58:43.024491,28.32,Subscription,Completed
TXN_00014442,CUST_007426,2026-01-19 19:58:43.024543,23.03,Subscription,Completed
TXN_00014443,CUST_004306,2026-05-07 19:58:43.024595,96.19,Upgrade,Completed
TXN_00014444,CUST_008944,2025-06-06 19:58:43.024650,13.89,Purchase,Completed
TXN_00014445,CUST_007207,2025-11-21 19:58:43.024701,24.36,Upgrade,Completed
TXN_00014446,CUST_001931,2026-03-24 19:58:43.024756,30.38,Purchase,Completed
TXN_00014447,CUST_004577,2025-05-24 19:58:43.024807,56.3,Purchase,Pending
TXN_00014448,CUST_008430,2025-01-29 19:58:43.024860,38.18,Purchase,Completed
TXN_00014449,CUST_005528,2025-11-01 19:58:43.024912,210.1,Subscription,Completed
TXN_00014451,CUST_003053,2026-05-22 19:58:43.025001,153.08,Purchase,Completed
TXN_00014452,CUST_004183,2026-03-29 19:58:43.025053,32.16,Purchase,Completed
TXN_00014453,CUST_005587,2025-07-30 19:58:43.025105,67.86,Purchase,Completed
TXN_00014454,CUST_007985,2024-11-13 19:58:43.025167,44.15,Purchase,Failed
TXN_00014455,CUST_008994,2025-05-02 19:58:43.025220,39.67,Purchase,Completed
TXN_00014456,CUST_007477,2025-11-02 19:58:43.025271,76.15,Purchase,Completed
TXN_00014457,CUST_001582,2024-12-01 19:58:43.025323,55.41,Refund,Completed
TXN_00014458,CUST_005610,2025-11-18 19:58:43.025374,56.84,Subscription,Completed
TXN_00014459,CUST_008505,2025-11-13 19:58:43.025435,85.9,Purchase,Completed
TXN_00014460,CUST_004307,2025-02-05 19:58:43.025486,77.01,Purchase,Completed
TXN_00014461,CUST_001035,2025-03-23 19:58:43.025538,50.13,Upgrade,Completed
TXN_00014462,CUST_005988,2025-11-28 19:58:43.025590,19.33,Refund,Completed
TXN_00014463,CUST_006989,2026-05-24 19:58:43.025641,27.59,Refund,Completed
TXN_00014464,CUST_000417,2025-02-19 19:58:43.025692,52.55,Purchase,Completed
TXN_00014465,CUST_008902,2025-05-29 19:58:43.025747,11.48,Purchase,Completed
TXN_00014466,CUST_002069,2026-02-26 19:58:43.025800,14.4,Subscription,Failed
TXN_00014467,CUST_001550,2026-06-06 19:58:43.025852,183.69,Subscription,Failed
TXN_00014468,CUST_003722,2024-11-22 19:58:43.025903,48.42,Purchase,Completed
TXN_00014469,CUST_007495,2024-11-01 19:58:43.025954,147.86,Subscription,Failed
TXN_00014470,CUST_001821,2026-03-12 19:58:43.026006,83.12,Purchase,Completed
TXN_00014471,CUST_001971,2024-10-26 19:58:43.026058,47.05,Purchase,Completed
TXN_00014472,CUST_009019,2024-09-29 19:58:43.026110,161.6,Purchase,Completed
TXN_00014473,CUST_004845,2025-05-10 19:58:43.026173,134.45,Subscription,Completed
TXN_00014474,CUST_002070,2025-08-06 19:58:43.026225,22.64,Purchase,Completed
TXN_00014475,CUST_005696,2026-05-03 19:58:43.026276,26.68,Purchase,Completed
TXN_00014476,CUST_005031,2024-11-28 19:58:43.026328,18.81,Subscription,Completed
TXN_00014477,CUST_007415,2026-01-21 19:58:43.026390,53.39,Purchase,Completed
TXN_00014478,CUST_007147,2025-04-19 19:58:43.026443,64.1,Purchase,Completed
TXN_00014479,CUST_009066,2026-03-10 19:58:43.026494,16.84,Purchase,Completed
TXN_00014480,CUST_001360,2025-07-24 19:58:43.026545,53.04,Subscription,Completed
TXN_00014481,CUST_008270,2025-11-22 19:58:43.026599,16.18,Purchase,Completed
TXN_00014482,CUST_002992,2026-06-04 19:58:43.026650,71.85,Purchase,Completed
TXN_00014483,CUST_006514,2024-12-16 19:58:43.026701,33.5,Subscription,Completed
TXN_00014485,CUST_003193,2026-05-23 19:58:43.026786,102.03,Subscription,Completed
TXN_00014486,CUST_002322,2026-03-14 19:58:43.026837,51.89,Purchase,Completed
TXN_00014487,CUST_003635,2026-02-28 19:58:43.026889,40.8,Purchase,Completed
TXN_00014488,CUST_000274,2025-02-07 19:58:43.026940,83.06,Purchase,Completed
TXN_00014489,CUST_003256,2025-07-07 19:58:43.026991,10.22,Subscription,Completed
TXN_00014490,CUST_005799,2025-05-19 19:58:43.027042,77.92,Purchase,Failed
TXN_00014491,CUST_008612,2025-04-01 19:58:43.027093,41.7,Purchase,Completed
TXN_00014492,CUST_009846,2026-01-17 19:58:43.027153,16.68,Purchase,Completed
TXN_00014493,CUST_002487,2026-01-09 19:58:43.027205,76.87,Subscription,Completed
TXN_00014494,CUST_009223,2026-05-31 19:58:43.027259,49.38,Purchase,Completed
TXN_00014495,CUST_008693,2025-11-29 19:58:43.027311,148.45,Purchase,Completed
TXN_00014496,CUST_008603,2026-07-25 19:58:43.027361,64.52,Purchase,Completed
TXN_00014497,CUST_000770,2026-03-27 19:58:43.027420,19.18,Subscription,Completed
TXN_00014498,CUST_008736,2026-08-12 19:58:43.027471,171.53,Purchase,Completed
TXN_00014499,CUST_005942,2024-11-02 19:58:43.027522,20.52,Subscription,Completed
TXN_00014500,CUST_008839,2025-05-22 19:58:43.027573,95.3,Purchase,Completed
TXN_00014501,CUST_003776,2025-10-25 19:58:43.027624,128.59,Upgrade,Failed
TXN_00014502,CUST_008698,2025-12-24 19:58:43.027676,26.98,Purchase,Completed
TXN_00014503,CUST_002733,2025-11-01 19:58:43.027727,55.55,Purchase,Completed
TXN_00014504,CUST_006136,2025-12-21 19:58:43.027782,46.94,Subscription,Completed
TXN_00014505,CUST_002601,2025-07-31 19:58:43.027834,15.8,Refund,Completed
TXN_00014506,CUST_001641,2025-08-04 19:58:43.027885,22.87,Purchase,Completed
TXN_00014507,CUST_002714,2024-10-17 19:58:43.027936,130.01,Purchase,Completed
TXN_00014508,CUST_003708,2026-03-20 19:58:43.027987,15.81,Purchase,Completed
TXN_00014509,CUST_002492,2026-04-05 19:58:43.028039,123.88,Refund,Completed
TXN_00014510,CUST_008861,2025-05-22 19:58:43.028093,62.97,Purchase,Completed
TXN_00014511,CUST_009989,2025-10-18 19:58:43.028153,56.33,Purchase,Completed
TXN_00014512,CUST_006948,2025-06-27 19:58:43.028205,53.12,Purchase,Failed
TXN_00014513,CUST_003313,2026-08-29 19:58:43.028262,31.37,Purchase,Completed
TXN_00014514,CUST_004562,2025-09-11 19:58:43.028314,26.21,Refund,Completed
TXN_00014515,CUST_000802,2024-12-09 19:58:43.028365,44.72,Subscription,Completed
TXN_00014516,CUST_006568,2025-01-15 19:58:43.028425,47.99,Purchase,Completed
TXN_00014517,CUST_004858,2025-04-26 19:58:43.028476,50.07,Subscription,Completed
TXN_00014518,CUST_006387,2024-11-09 19:58:43.028527,173.35,Subscription,Completed
TXN_00014519,CUST_008549,2026-08-18 19:58:43.028578,129.49,Purchase,Completed
TXN_00014520,CUST_006902,2024-12-10 19:58:43.028629,94.85,Subscription,Completed
TXN_00014521,CUST_007808,2025-07-23 19:58:43.028682,30.83,Purchase,Completed
TXN_00014522,CUST_007668,2026-09-01 19:58:43.028732,34.06,Purchase,Completed
TXN_00014523,CUST_005275,2025-10-11 19:58:43.028784,83.16,Subscription,Completed
TXN_00014524,CUST_002231,2026-03-19 19:58:43.028834,70.93,Purchase,Completed
TXN_00014525,CUST_004916,2026-01-10 19:58:43.028885,58.99,Purchase,Completed
TXN_00014526,CUST_000006,2024-12-16 19:58:43.028936,97.44,Purchase,Completed
TXN_00014527,CUST_001227,2025-02-28 19:58:43.028987,14.55,Purchase,Completed
TXN_00014528,CUST_004118,2026-04-16 19:58:43.029039,13.22,Purchase,Failed
TXN_00014529,CUST_009106,2025-09-08 19:58:43.029093,72.38,Purchase,Completed
TXN_00014530,CUST_005106,2026-02-06 19:58:43.029153,44.76,Purchase,Completed
TXN_00014531,CUST_003421,2025-03-29 19:58:43.029204,25.26,Subscription,Failed
TXN_00014532,CUST_009732,2025-12-05 19:58:43.029261,69.05,Subscription,Completed
TXN_00014533,CUST_001095,2025-04-16 19:58:43.029315,28.18,Purchase,Completed
TXN_00014534,CUST_000971,2025-05-14 19:58:43.029366,74.73,Purchase,Completed
TXN_00014535,CUST_006724,2025-06-30 19:58:43.029425,198.78,Purchase,Pending
TXN_00014536,CUST_002299,2026-04-20 19:58:43.029477,76.31,Subscription,Completed
TXN_00014537,CUST_002356,2025-02-09 19:58:43.029528,61.53,Upgrade,Failed
TXN_00014538,CUST_007880,2026-08-31 19:58:43.029580,122.73,Subscription,Completed
TXN_00014539,CUST_002626,2025-04-03 19:58:43.029631,31.36,Purchase,Completed
TXN_00014540,CUST_003973,2024-12-10 19:58:43.029682,26.61,Upgrade,Completed
TXN_00014541,CUST_006411,2025-09-30 19:58:43.029733,32.21,Purchase,Completed
TXN_00014543,CUST_006866,2024-09-11 19:58:43.029822,14.86,Subscription,Completed
TXN_00014544,CUST_006407,2025-04-20 19:58:43.029873,63.93,Purchase,Pending
TXN_00014545,CUST_009690,2025-03-12 19:58:43.029925,14.99,Purchase,Completed
TXN_00014546,CUST_003169,2025-09-12 19:58:43.029976,281.92,Purchase,Completed
TXN_00014547,CUST_004073,2025-01-30 19:58:43.030027,58.82,Purchase,Completed
TXN_00014548,CUST_005742,2025-04-07 19:58:43.030078,88.36,Subscription,Completed
TXN_00014549,CUST_001156,2025-07-08 19:58:43.030137,114.54,Purchase,Completed
TXN_00014551,CUST_004526,2025-03-17 19:58:43.030223,63.92,Purchase,Completed
TXN_00014552,CUST_002301,2026-01-16 19:58:43.030275,35.54,Upgrade,Completed
TXN_00014553,CUST_006578,2025-07-17 19:58:43.030326,54.08,Purchase,Completed
TXN_00014554,CUST_002023,2024-12-03 19:58:43.030387,102.88,Purchase,Completed
TXN_00014556,CUST_002488,2025-02-22 19:58:43.030474,98.99,Subscription,Completed
TXN_00014557,CUST_003373,2025-12-24 19:58:43.030528,97.83,Purchase,Completed
TXN_00014558,CUST_007265,2025-01-02 19:58:43.030581,213.82,Purchase,Completed
TXN_00014559,CUST_002334,2024-09-10 19:58:43.030632,25.27,Refund,Completed
TXN_00014560,CUST_004514,2025-11-18 19:58:43.030684,12.35,Refund,Completed
TXN_00014561,CUST_005366,2025-06-09 19:58:43.030735,142.15,Purchase,Completed
TXN_00014562,CUST_000177,2025-12-30 19:58:43.030787,46.78,Subscription,Completed
TXN_00014563,CUST_001922,2025-01-02 19:58:43.030838,14.77,Subscription,Completed
TXN_00014564,CUST_008530,2026-05-02 19:58:43.030890,23.78,Purchase,Completed
TXN_00014565,CUST_005099,2026-05-26 19:58:43.030941,41.91,Purchase,Completed
TXN_00014566,CUST_008590,2026-04-27 19:58:43.030993,212.68,Purchase,Completed
TXN_00014567,CUST_001682,2025-07-23 19:58:43.031045,61.95,Purchase,Completed
TXN_00014568,CUST_009805,2024-11-13 19:58:43.031096,17.83,Purchase,Completed
TXN_00014569,CUST_007719,2025-04-14 19:58:43.031156,27.51,Purchase,Completed
TXN_00014570,CUST_003805,2024-11-01 19:58:43.031208,20.89,Subscription,Completed
TXN_00014571,CUST_007181,2026-08-18 19:58:43.031259,47.33,Purchase,Completed
TXN_00014572,CUST_004896,2025-02-07 19:58:43.031312,22.28,Purchase,Completed
TXN_00014573,CUST_002046,2025-04-18 19:58:43.031364,36.33,Purchase,Pending
TXN_00014574,CUST_008868,2026-04-26 19:58:43.031425,20.35,Subscription,Completed
TXN_00014575,CUST_009995,2025-12-08 19:58:43.031479,61.39,Purchase,Failed
TXN_00014578,CUST_001154,2026-02-17 19:58:43.031600,41.02,Refund,Completed
TXN_00014579,CUST_005594,2026-08-01 19:58:43.031652,13.92,Subscription,Failed
TXN_00014580,CUST_004459,2026-01-23 19:58:43.031704,135.34,Upgrade,Completed
TXN_00014581,CUST_000672,2026-05-18 19:58:43.031755,11.23,Purchase,Completed
TXN_00014583,CUST_004186,2025-08-25 19:58:43.031840,125.97,Subscription,Completed
TXN_00014584,CUST_001849,2025-08-30 19:58:43.031891,123.0,Purchase,Completed
TXN_00014585,CUST_007644,2026-02-12 19:58:43.031943,21.7,Purchase,Completed
TXN_00014586,CUST_006979,2025-03-07 19:58:43.031997,49.16,Purchase,Completed
TXN_00014587,CUST_009585,2025-10-26 19:58:43.032049,145.14,Purchase,Completed
TXN_00014588,CUST_002760,2025-02-16 19:58:43.032100,137.31,Purchase,Completed
TXN_00014589,CUST_007984,2026-03-01 19:58:43.032160,21.79,Purchase,Completed
TXN_00014591,CUST_003681,2025-12-23 19:58:43.032245,122.07,Upgrade,Completed
TXN_00014592,CUST_008567,2024-10-13 19:58:43.032297,66.66,Purchase,Completed
TXN_00014593,CUST_001689,2025-12-25 19:58:43.032348,79.85,Subscription,Completed
TXN_00014594,CUST_001452,2026-04-01 19:58:43.032408,80.12,Purchase,Completed
TXN_00014595,CUST_009885,2026-08-03 19:58:43.032460,171.41,Purchase,Completed
TXN_00014596,CUST_009815,2025-06-21 19:58:43.032512,18.7,Purchase,Completed
TXN_00014597,CUST_005941,2026-04-04 19:58:43.032563,79.08,Upgrade,Completed
TXN_00014598,CUST_003954,2026-01-01 19:58:43.032617,94.13,Subscription,Completed
TXN_00014599,CUST_008103,2026-02-17 19:58:43.032669,19.58,Purchase,Completed
TXN_00014600,CUST_007086,2025-01-31 19:58:43.032720,28.68,Subscription,Completed
TXN_00014601,CUST_006909,2025-07-24 19:58:43.032775,47.43,Subscription,Failed
